name,port,siz,atm,hyd,pop,gov,law,tl,uwp
System-3045,C,2,5,3,3,0,2,9,C253302-9
System-3046,D,2,0,0,7,6,7,5,D200767-5
System-3047,D,9,6,2,2,1,0,3,D962210-3
System-3048,X,8,9,7,9,4,5,2,X897945-2
System-3049,B,9,B,5,9,C,8,D,B9B59C8-D
System-3050,E,A,7,5,1,3,2,5,EA75132-5
System-3051,E,9,A,A,7,5,5,7,E9AA755-7
System-3052,X,3,2,4,4,5,1,1,X324451-1
System-3053,D,1,1,0,9,A,A,7,D1109AA-7
System-3054,X,1,3,0,8,B,C,1,X1308BC-1
System-3055,D,2,5,5,7,C,C,2,D2557CC-2
System-3056,D,7,7,7,8,7,6,3,D777876-3
System-3057,A,1,4,0,4,4,4,F,A140444-F
System-3058,B,3,0,0,7,5,7,D,B300757-D
System-3059,C,1,4,0,1,0,2,7,C140102-7
System-3060,C,3,6,8,4,5,1,6,C368451-6
System-3061,C,1,0,0,8,9,C,A,C10089C-A
System-3062,C,4,3,1,7,8,A,5,C43178A-5
System-3063,C,B,E,A,4,2,7,B,CBEA427-B
System-3064,D,0,0,0,3,4,2,7,D000342-7
System-3065,X,4,3,2,5,5,1,5,X432551-5
System-3066,C,5,2,1,3,3,7,6,C521337-6
System-3067,A,9,A,3,6,4,0,8,A9A3640-8
System-3068,E,6,5,8,5,6,2,7,E658562-7
System-3069,E,0,0,0,6,8,5,6,E000685-6
System-3070,X,3,0,0,0,1,5,0,X300015-0
System-3071,E,3,6,5,5,6,6,6,E365566-6
System-3072,X,4,3,2,4,1,0,2,X432410-2
System-3073,D,3,1,0,6,B,9,5,D3106B9-5
System-3074,X,6,4,3,5,7,7,0,X643577-0
System-3075,E,4,5,3,5,6,3,7,E453563-7
System-3076,C,4,4,5,7,8,9,5,C445789-5
System-3077,C,3,3,5,0,2,2,8,C335022-8
System-3078,D,4,7,A,1,3,2,A,D47A132-A
System-3079,E,0,0,0,1,0,3,9,E000103-9
System-3080,E,7,3,1,1,0,0,4,E731100-4
System-3081,D,4,8,8,7,7,6,6,D488776-6
System-3082,C,5,7,4,4,8,4,5,C574484-5
System-3083,C,5,7,9,7,A,A,9,C5797AA-9
System-3084,A,5,9,6,5,4,3,C,A596543-C
System-3085,E,0,0,0,3,2,4,6,E000324-6
System-3086,E,2,1,0,4,6,5,5,E210465-5
System-3087,D,6,7,8,2,0,0,3,D678200-3
System-3088,B,4,3,4,8,A,B,A,B4348AB-A
System-3089,C,6,9,8,4,5,5,A,C698455-A
System-3090,C,4,6,A,4,1,1,B,C46A411-B
System-3091,A,8,4,2,2,3,0,8,A842230-8
System-3092,D,3,7,6,5,4,8,8,D376548-8
System-3093,D,6,6,8,6,8,7,1,D668687-1
System-3094,B,4,6,4,7,A,B,6,B4647AB-6
System-3095,E,3,0,0,7,5,3,4,E300753-4
System-3096,E,3,3,5,8,4,6,8,E335846-8
System-3097,X,5,5,3,6,4,0,0,X553640-0
System-3098,C,3,1,0,4,9,A,9,C31049A-9
System-3099,C,4,3,0,4,8,5,7,C430485-7
System-3100,B,2,0,0,6,3,4,9,B200634-9
System-3101,B,5,6,8,1,4,2,A,B568142-A
System-3102,X,8,9,6,1,2,3,1,X896123-1
System-3103,C,9,9,A,1,0,2,C,C99A102-C
System-3104,X,9,D,8,3,2,0,2,X9D8320-2
System-3105,B,6,1,0,1,0,0,C,B610100-C
System-3106,C,9,5,5,2,3,0,9,C955230-9
System-3107,B,3,6,7,3,0,0,B,B367300-B
System-3108,X,1,0,0,4,5,5,6,X100455-6
System-3109,D,6,4,5,6,8,A,1,D64568A-1
System-3110,D,5,4,3,1,3,0,3,D543130-3
System-3111,D,5,7,8,4,6,5,4,D578465-4
System-3112,A,B,A,6,5,6,7,D,ABA6567-D
System-3113,X,9,6,2,6,8,3,2,X962683-2
System-3114,E,2,4,6,0,0,0,8,E246000-8
System-3115,D,4,6,4,8,B,C,7,D4648BC-7
System-3116,E,4,2,0,3,0,0,6,E420300-6
System-3117,D,4,7,A,1,5,3,B,D47A153-B
System-3118,C,4,4,4,4,1,0,A,C444410-A
System-3119,D,2,2,1,5,6,6,7,D221566-7
System-3120,E,6,7,8,9,D,E,5,E6789DE-5
System-3121,X,8,6,A,3,5,4,2,X86A354-2
System-3122,X,1,0,0,5,3,3,2,X100533-2
System-3123,E,5,1,0,6,2,0,6,E510620-6
System-3124,C,2,5,7,5,3,3,6,C257533-6
System-3125,X,F,F,6,4,5,8,2,XFF6458-2
System-3126,C,8,7,6,2,2,4,7,C876224-7
System-3127,C,1,0,0,8,6,B,B,C10086B-B
System-3128,C,1,0,0,4,0,0,C,C100400-C
System-3129,X,4,1,0,7,7,6,2,X410776-2
System-3130,E,8,9,A,7,8,7,6,E89A787-6
System-3131,C,4,3,6,5,5,7,C,C436557-C
System-3132,B,4,3,8,5,8,D,B,B43858D-B
System-3133,X,1,5,0,8,5,7,4,X150857-4
System-3134,C,6,7,A,6,5,2,B,C67A652-B
System-3135,E,6,3,7,5,9,9,8,E637599-8
System-3136,E,6,7,A,3,7,4,8,E67A374-8
System-3137,C,8,7,A,2,5,6,A,C87A256-A
System-3138,B,3,4,5,7,9,9,9,B345799-9
System-3139,E,2,3,2,3,6,6,5,E232366-5
System-3140,C,6,6,4,5,2,1,7,C664521-7
System-3141,X,7,A,4,4,5,2,0,X7A4452-0
System-3142,X,9,9,A,2,3,2,1,X99A232-1
System-3143,E,5,4,3,6,6,9,4,E543669-4
System-3144,D,1,0,0,4,2,0,6,D100420-6
System-3145,B,9,A,6,9,9,8,9,B9A6998-9
System-3146,A,1,3,0,1,0,0,E,A130100-E
System-3147,D,4,5,6,8,3,1,6,D456831-6
System-3148,D,6,A,5,7,9,B,2,D6A579B-2
System-3149,C,5,3,5,7,7,6,5,C535776-5
System-3150,A,5,7,6,9,8,7,A,A576987-A
System-3151,D,5,3,0,7,4,8,3,D530748-3
System-3152,C,6,8,A,9,B,D,7,C68A9BD-7
System-3153,E,2,4,5,4,3,7,6,E245437-6
System-3154,A,3,0,0,8,5,5,B,A300855-B
System-3155,E,5,3,3,7,7,5,7,E533775-7
System-3156,D,3,0,0,7,5,4,7,D300754-7
System-3157,D,0,0,0,6,4,2,4,D000642-4
System-3158,E,5,6,9,7,4,3,4,E569743-4
System-3159,C,5,8,7,9,8,A,9,C58798A-9
System-3160,E,4,6,3,3,1,0,5,E463310-5
System-3161,B,1,2,0,2,1,0,A,B120210-A
System-3162,C,E,D,9,7,9,9,7,CED9799-7
System-3163,X,0,0,0,7,8,9,0,X000789-0
System-3164,C,1,1,0,1,4,4,8,C110144-8
System-3165,B,0,0,0,8,9,7,C,B000897-C
System-3166,B,8,6,5,8,5,9,6,B865859-6
System-3167,C,4,5,A,6,4,3,6,C45A643-6
System-3168,X,5,0,0,3,5,4,3,X500354-3
System-3169,C,3,2,0,4,3,5,8,C320435-8
System-3170,C,4,4,7,7,7,4,4,C447774-4
System-3171,D,2,6,6,6,7,3,3,D266673-3
System-3172,B,9,9,8,5,3,1,B,B998531-B
System-3173,C,4,2,2,7,4,4,9,C422744-9
System-3174,E,8,B,7,7,7,A,2,E8B777A-2
System-3175,E,2,4,9,6,5,5,5,E249655-5
System-3176,D,4,4,8,0,1,1,3,D448011-3
System-3177,X,9,7,A,7,3,0,1,X97A730-1
System-3178,X,5,7,8,4,8,6,0,X578486-0
System-3179,B,1,0,0,6,8,7,A,B100687-A
System-3180,B,3,5,5,5,4,3,A,B355543-A
System-3181,E,5,1,0,6,1,0,3,E510610-3
System-3182,A,8,4,5,7,7,8,B,A845778-B
System-3183,C,1,0,0,1,0,0,B,C100100-B
System-3184,E,9,7,5,4,6,B,3,E97546B-3
System-3185,E,6,A,2,5,4,1,7,E6A2541-7
System-3186,X,1,0,0,5,5,3,2,X100553-2
System-3187,E,4,2,1,7,5,1,9,E421751-9
System-3188,D,5,A,8,3,0,1,4,D5A8301-4
System-3189,B,8,6,4,4,2,3,9,B864423-9
System-3190,E,7,8,A,4,1,0,6,E78A410-6
System-3191,B,2,0,0,6,8,B,B,B20068B-B
System-3192,E,5,4,9,9,8,7,5,E549987-5
System-3193,X,7,3,3,3,1,0,3,X733310-3
System-3194,C,4,0,0,5,3,1,B,C400531-B
System-3195,C,4,4,2,5,6,4,8,C442564-8
System-3196,C,2,1,1,7,4,3,5,C211743-5
System-3197,C,9,8,8,2,3,3,5,C988233-5
System-3198,D,8,7,9,7,C,E,6,D8797CE-6
System-3199,B,3,3,1,1,0,4,C,B331104-C
System-3200,B,8,4,6,5,1,3,A,B846513-A
System-3201,D,3,3,1,3,0,0,6,D331300-6
System-3202,X,6,3,8,7,5,5,1,X638755-1
System-3203,E,9,A,A,3,7,A,A,E9AA37A-A
System-3204,A,6,8,7,3,0,0,D,A687300-D
System-3205,E,1,2,0,6,7,B,7,E12067B-7
System-3206,C,7,5,4,2,7,8,6,C754278-6
System-3207,E,4,1,0,7,A,E,7,E4107AE-7
System-3208,E,6,6,3,6,7,B,2,E66367B-2
System-3209,C,6,4,3,5,8,7,5,C643587-5
System-3210,X,9,8,7,5,5,A,1,X98755A-1
System-3211,E,5,5,6,7,7,A,3,E55677A-3
System-3212,E,6,4,2,7,7,6,3,E642776-3
System-3213,C,5,8,9,4,3,6,6,C589436-6
System-3214,D,8,9,9,9,4,4,4,D899944-4
System-3215,B,2,1,0,3,0,0,9,B210300-9
System-3216,E,7,B,7,4,7,9,4,E7B7479-4
System-3217,E,2,1,0,1,2,2,6,E210122-6
System-3218,D,5,5,8,0,0,0,4,D558000-4
System-3219,D,3,5,5,3,3,0,5,D355330-5
System-3220,B,1,5,0,1,0,0,C,B150100-C
System-3221,B,3,6,8,7,6,6,B,B368766-B
System-3222,C,5,7,4,4,8,9,6,C574489-6
System-3223,E,1,1,0,3,1,1,6,E110311-6
System-3224,E,1,2,0,7,6,1,4,E120761-4
System-3225,C,9,D,7,8,9,C,8,C9D789C-8
System-3226,B,5,3,5,8,4,5,6,B535845-6
System-3227,D,1,1,0,7,B,D,8,D1107BD-8
System-3228,E,5,4,8,7,7,8,3,E548778-3
System-3229,C,5,1,0,6,6,9,8,C510669-8
System-3230,E,7,5,2,5,1,4,6,E752514-6
System-3231,X,9,9,9,5,9,7,4,X999597-4
System-3232,D,6,5,4,6,B,C,5,D6546BC-5
System-3233,C,8,8,5,7,C,F,6,C8857CF-6
System-3234,B,5,5,7,9,8,D,A,B55798D-A
System-3235,D,1,0,0,4,3,0,7,D100430-7
System-3236,D,0,0,0,3,4,5,7,D000345-7
System-3237,B,5,6,6,5,3,1,B,B566531-B
System-3238,C,4,0,0,2,6,5,A,C400265-A
System-3239,B,1,2,0,4,4,8,A,B120448-A
System-3240,X,3,3,4,7,7,8,3,X334778-3
System-3241,C,8,8,6,A,9,A,8,C886A9A-8
System-3242,C,7,6,7,3,2,5,5,C767325-5
System-3243,C,6,9,A,6,3,0,6,C69A630-6
System-3244,B,9,E,A,9,A,B,F,B9EA9AB-F
System-3245,B,5,5,5,0,0,0,A,B555000-A
System-3246,A,4,3,7,6,6,5,D,A437665-D
System-3247,D,6,7,6,7,4,5,3,D676745-3
System-3248,C,2,1,0,8,A,A,8,C2108AA-8
System-3249,C,6,7,4,4,0,0,A,C674400-A
System-3250,A,9,B,9,1,0,3,D,A9B9103-D
System-3251,E,3,7,3,6,7,5,5,E373675-5
System-3252,B,5,6,6,5,4,3,A,B566543-A
System-3253,B,3,5,4,5,5,3,D,B354553-D
System-3254,E,3,7,A,2,6,9,8,E37A269-8
System-3255,X,9,D,7,2,2,3,4,X9D7223-4
System-3256,X,5,2,3,6,6,7,1,X523667-1
System-3257,D,4,1,0,8,B,B,6,D4108BB-6
System-3258,D,C,B,9,6,8,7,6,DCB9687-6
System-3259,D,9,C,5,7,B,B,6,D9C57BB-6
System-3260,D,2,2,3,5,A,E,8,D2235AE-8
System-3261,C,1,2,0,7,7,9,A,C120779-A
System-3262,D,3,5,3,0,0,0,4,D353000-4
System-3263,C,7,6,5,1,0,3,A,C765103-A
System-3264,E,1,5,0,4,0,0,9,E150400-9
System-3265,E,6,8,6,1,0,4,7,E686104-7
System-3266,D,5,5,5,0,3,0,2,D555030-2
System-3267,B,0,0,0,2,2,4,D,B000224-D
System-3268,X,8,9,7,2,0,4,2,X897204-2
System-3269,C,0,0,0,6,6,B,8,C00066B-8
System-3270,C,5,3,2,9,A,9,7,C5329A9-7
System-3271,E,2,2,2,0,0,0,7,E222000-7
System-3272,C,6,6,4,7,8,3,8,C664783-8
System-3273,C,5,4,8,6,9,9,5,C548699-5
System-3274,B,4,4,1,4,4,1,9,B441441-9
System-3275,C,9,8,A,6,4,6,7,C98A646-7
System-3276,D,6,6,5,1,0,3,8,D665103-8
System-3277,C,6,8,A,3,6,1,A,C68A361-A
System-3278,D,7,4,5,4,4,2,3,D745442-3
System-3279,D,9,7,A,7,5,3,7,D97A753-7
System-3280,C,6,6,3,5,4,4,6,C663544-6
System-3281,X,6,3,5,3,3,2,0,X635332-0
System-3282,X,7,6,7,6,5,5,0,X767655-0
System-3283,B,4,6,6,5,5,1,B,B466551-B
System-3284,C,3,5,A,0,0,1,C,C35A001-C
System-3285,X,0,0,0,9,A,A,6,X0009AA-6
System-3286,X,7,B,A,0,3,5,4,X7BA035-4
System-3287,C,5,6,8,6,A,A,7,C5686AA-7
System-3288,E,3,4,3,8,8,D,7,E34388D-7
System-3289,X,8,7,6,5,5,A,0,X87655A-0
System-3290,C,3,7,6,6,A,A,4,C3766AA-4
System-3291,B,8,8,A,5,5,9,A,B88A559-A
System-3292,C,4,6,5,1,3,0,A,C465130-A
System-3293,E,8,B,A,7,4,5,5,E8BA745-5
System-3294,D,9,9,A,7,8,4,3,D99A784-3
System-3295,X,4,4,1,0,0,2,3,X441002-3
System-3296,E,7,7,4,1,0,0,5,E774100-5
System-3297,D,5,1,0,4,7,6,3,D510476-3
System-3298,D,7,5,6,3,1,0,3,D756310-3
System-3299,E,6,7,8,7,C,D,1,E6787CD-1
System-3300,B,5,3,4,5,4,0,7,B534540-7
System-3301,E,5,5,2,2,3,7,4,E552237-4
System-3302,E,6,5,2,3,4,0,2,E652340-2
System-3303,E,7,6,5,6,3,0,1,E765630-1
System-3304,D,0,0,0,6,7,7,6,D000677-6
System-3305,E,8,8,A,6,3,5,5,E88A635-5
System-3306,D,9,9,8,5,2,1,2,D998521-2
System-3307,E,3,0,0,3,3,3,9,E300333-9
System-3308,B,7,6,3,1,5,6,A,B763156-A
System-3309,E,6,2,2,5,3,3,5,E622533-5
System-3310,C,5,0,0,7,B,C,8,C5007BC-8
System-3311,D,3,7,6,6,5,3,5,D376653-5
System-3312,E,5,8,8,4,4,8,2,E588448-2
System-3313,C,6,7,8,4,5,7,A,C678457-A
System-3314,B,7,4,9,4,2,1,C,B749421-C
System-3315,C,8,5,9,5,3,3,8,C859533-8
System-3316,C,4,7,6,3,3,4,6,C476334-6
System-3317,E,4,0,0,5,9,7,7,E400597-7
System-3318,X,7,7,5,5,2,2,1,X775522-1
System-3319,C,2,4,1,4,3,3,7,C241433-7
System-3320,C,7,8,A,9,D,D,5,C78A9DD-5
System-3321,X,7,5,3,6,A,8,0,X7536A8-0
System-3322,E,8,5,4,3,2,0,6,E854320-6
System-3323,E,8,4,2,2,3,4,4,E842234-4
System-3324,C,4,1,0,5,4,7,9,C410547-9
System-3325,B,3,0,0,4,4,8,9,B300448-9
System-3326,E,5,3,0,3,0,0,8,E530300-8
System-3327,E,6,5,A,8,7,6,4,E65A876-4
System-3328,X,4,5,3,4,6,8,1,X453468-1
System-3329,D,2,2,3,6,8,7,4,D223687-4
System-3330,E,0,0,0,7,9,7,8,E000797-8
System-3331,C,2,3,8,1,0,0,B,C238100-B
System-3332,X,0,0,0,4,6,8,5,X000468-5
System-3333,X,3,4,2,4,7,8,1,X342478-1
System-3334,D,6,7,2,5,1,1,3,D672511-3
System-3335,B,3,0,0,9,7,A,9,B30097A-9
System-3336,C,5,2,4,3,7,4,A,C524374-A
System-3337,C,8,7,8,9,8,8,6,C878988-6
System-3338,E,1,0,0,5,5,1,9,E100551-9
System-3339,E,2,1,0,3,2,0,6,E210320-6
System-3340,D,3,2,0,4,2,1,8,D320421-8
System-3341,D,5,6,7,2,6,6,4,D567266-4
System-3342,E,8,9,8,9,D,H,1,E8989DH-1
System-3343,D,0,0,0,4,3,0,A,D000430-A
System-3344,B,3,2,2,1,3,1,A,B322131-A
System-3345,C,3,3,2,8,9,A,6,C33289A-6
System-3346,C,7,8,6,6,5,A,8,C78665A-8
System-3347,X,4,8,6,5,4,3,4,X486543-4
System-3348,E,5,9,7,3,3,3,2,E597333-2
System-3349,D,6,6,8,7,6,3,4,D668763-4
System-3350,E,2,2,0,5,3,2,8,E220532-8
System-3351,X,9,8,9,7,8,8,2,X989788-2
System-3352,B,6,6,9,7,9,A,6,B66979A-6
System-3353,D,1,3,0,2,2,4,6,D130224-6
System-3354,B,6,9,A,4,3,5,A,B69A435-A
System-3355,B,7,A,5,4,2,4,A,B7A5424-A
System-3356,D,8,7,8,5,7,4,3,D878574-3
System-3357,X,2,0,0,6,8,6,1,X200686-1
System-3358,C,8,7,7,7,6,6,7,C877766-7
System-3359,E,7,7,8,7,3,1,3,E778731-3
System-3360,B,5,4,3,3,1,0,B,B543310-B
System-3361,D,2,1,0,5,6,4,5,D210564-5
System-3362,C,7,9,9,4,8,A,6,C79948A-6
System-3363,E,9,A,A,9,9,5,B,E9AA995-B
System-3364,D,4,7,A,2,0,0,9,D47A200-9
System-3365,E,2,0,0,5,3,1,6,E200531-6
System-3366,B,3,3,6,2,2,5,B,B336225-B
System-3367,X,9,C,A,8,9,B,1,X9CA89B-1
System-3368,B,F,B,7,6,9,9,8,BFB7699-8
System-3369,D,4,1,0,5,5,3,9,D410553-9
System-3370,X,3,1,0,7,4,5,3,X310745-3
System-3371,C,8,9,8,2,0,0,9,C898200-9
System-3372,X,7,4,0,5,8,C,0,X74058C-0
System-3373,X,3,2,2,2,7,6,3,X322276-3
System-3374,C,2,0,0,7,5,2,8,C200752-8
System-3375,E,3,6,9,1,1,0,9,E369110-9
System-3376,D,5,6,5,3,7,9,5,D565379-5
System-3377,E,5,5,4,3,1,0,5,E554310-5
System-3378,C,6,B,7,4,4,3,6,C6B7443-6
System-3379,C,7,C,8,4,4,3,A,C7C8443-A
System-3380,E,5,2,1,4,4,4,5,E521444-5
System-3381,B,5,A,7,3,2,2,A,B5A7322-A
System-3382,E,2,4,6,7,5,6,4,E246756-4
System-3383,E,9,A,3,8,9,9,5,E9A3899-5
System-3384,C,3,5,5,1,0,0,7,C355100-7
System-3385,D,9,C,4,5,4,7,6,D9C4547-6
System-3386,C,9,6,6,6,7,6,3,C966676-3
System-3387,C,9,A,7,6,7,8,6,C9A7678-6
System-3388,E,4,0,0,5,7,8,8,E400578-8
System-3389,D,6,7,6,5,6,5,3,D676565-3
System-3390,X,8,5,1,3,4,0,1,X851340-1
System-3391,D,4,7,5,5,4,8,5,D475548-5
System-3392,E,7,8,9,8,B,A,7,E7898BA-7
System-3393,D,D,D,8,5,7,8,3,DDD8578-3
System-3394,B,3,1,0,9,A,7,D,B3109A7-D
System-3395,C,6,3,3,2,0,0,7,C633200-7
System-3396,X,2,5,6,5,3,1,0,X256531-0
System-3397,E,6,4,8,5,3,2,3,E648532-3
System-3398,B,3,7,7,7,4,2,7,B377742-7
System-3399,C,A,8,5,4,3,1,6,CA85431-6
System-3400,C,5,4,7,6,4,2,8,C547642-8
System-3401,X,5,7,5,5,8,D,0,X57558D-0
System-3402,E,4,4,1,4,1,2,7,E441412-7
System-3403,X,7,8,5,1,0,0,4,X785100-4
System-3404,B,4,3,3,8,B,B,8,B4338BB-8
System-3405,C,6,6,5,4,5,2,9,C665452-9
System-3406,B,8,B,7,6,A,A,A,B8B76AA-A
System-3407,B,F,F,A,5,2,1,A,BFFA521-A
System-3408,E,6,3,0,7,B,8,2,E6307B8-2
System-3409,C,6,3,3,0,2,3,6,C633023-6
System-3410,X,4,5,4,5,8,A,1,X45458A-1
System-3411,E,4,6,3,6,6,6,3,E463666-3
System-3412,B,7,2,4,1,4,2,7,B724142-7
System-3413,A,5,6,5,8,8,6,B,A565886-B
System-3414,C,6,3,1,6,3,6,9,C631636-9
System-3415,C,6,2,0,5,7,8,A,C620578-A
System-3416,B,4,2,3,5,3,5,A,B423535-A
System-3417,C,5,4,2,4,2,0,4,C542420-4
System-3418,D,3,0,0,6,5,6,7,D300656-7
System-3419,B,0,0,0,2,4,4,B,B000244-B
System-3420,E,6,2,2,6,9,6,4,E622696-4
System-3421,X,5,A,6,4,5,4,0,X5A6454-0
System-3422,B,3,6,7,9,5,8,9,B367958-9
System-3423,B,4,6,6,4,5,5,9,B466455-9
System-3424,E,6,A,6,7,C,8,3,E6A67C8-3
System-3425,B,2,1,0,5,5,9,D,B210559-D
System-3426,X,8,7,8,8,6,7,1,X878867-1
System-3427,B,7,8,A,4,2,2,8,B78A422-8
System-3428,E,7,8,8,8,5,7,4,E788857-4
System-3429,X,6,5,6,8,B,C,0,X6568BC-0
System-3430,X,8,5,5,5,4,7,0,X855547-0
System-3431,C,5,7,5,B,E,G,8,C575BEG-8
System-3432,B,5,9,8,9,7,C,7,B59897C-7
System-3433,X,6,6,7,7,9,8,0,X667798-0
System-3434,D,9,9,8,5,7,9,7,D998579-7
System-3435,D,8,3,4,6,6,3,2,D834663-2
System-3436,X,2,0,0,2,2,4,4,X200224-4
System-3437,C,8,9,8,0,3,1,6,C898031-6
System-3438,E,5,6,7,8,8,8,2,E567888-2
System-3439,C,4,7,6,0,0,0,A,C476000-A
System-3440,B,D,E,A,7,6,5,8,BDEA765-8
System-3441,X,3,4,2,9,5,7,3,X342957-3
System-3442,C,5,9,A,9,B,E,8,C59A9BE-8
System-3443,X,4,5,7,2,0,2,1,X457202-1
System-3444,B,5,7,7,7,7,5,6,B577775-6
System-3445,C,5,9,6,7,6,5,3,C596765-3
System-3446,X,6,7,5,2,4,3,2,X675243-2
System-3447,C,6,A,9,3,6,B,A,C6A936B-A
System-3448,E,7,A,8,8,5,7,4,E7A8857-4
System-3449,X,8,6,9,7,7,9,1,X869779-1
System-3450,X,1,3,0,6,6,4,3,X130664-3
System-3451,D,6,9,9,1,1,6,6,D699116-6
System-3452,X,6,6,A,2,0,4,4,X66A204-4
System-3453,E,6,8,5,5,9,9,3,E685599-3
System-3454,E,2,4,3,9,8,5,6,E243985-6
System-3455,E,3,6,7,8,6,4,6,E367864-6
System-3456,E,7,3,6,6,4,6,7,E736646-7
System-3457,D,4,5,8,6,3,5,2,D458635-2
System-3458,X,2,3,3,2,4,1,4,X233241-4
System-3459,X,5,4,1,4,6,9,1,X541469-1
System-3460,C,3,2,0,4,3,5,8,C320435-8
System-3461,C,5,9,5,1,3,4,6,C595134-6
System-3462,D,4,2,0,0,0,3,8,D420003-8
System-3463,E,1,5,0,3,3,2,4,E150332-4
System-3464,E,2,4,3,5,A,E,3,E2435AE-3
System-3465,D,3,2,0,7,5,3,8,D320753-8
System-3466,B,7,9,9,3,2,3,8,B799323-8
System-3467,E,3,3,2,6,8,A,3,E33268A-3
System-3468,X,4,3,4,7,9,B,3,X43479B-3
System-3469,C,4,4,2,6,6,7,8,C442667-8
System-3470,B,4,1,0,4,4,2,9,B410442-9
System-3471,X,5,7,3,5,9,B,1,X57359B-1
System-3472,E,7,A,4,1,2,4,7,E7A4124-7
System-3473,D,9,B,9,6,5,2,5,D9B9652-5
System-3474,C,6,6,7,9,7,A,9,C66797A-9
System-3475,E,2,4,1,4,2,3,7,E241423-7
System-3476,D,5,8,9,8,7,A,7,D58987A-7
System-3477,E,7,A,6,8,3,6,2,E7A6836-2
System-3478,C,8,C,A,8,8,6,7,C8CA886-7
System-3479,C,8,9,6,7,3,0,6,C896730-6
System-3480,D,7,9,7,5,2,3,7,D797523-7
System-3481,D,6,3,6,7,4,4,2,D636744-2
System-3482,X,8,9,A,6,6,B,1,X89A66B-1
System-3483,C,4,4,6,5,4,1,A,C446541-A
System-3484,X,3,3,6,4,0,1,1,X336401-1
System-3485,E,6,A,6,8,7,6,6,E6A6876-6
System-3486,C,5,9,A,5,5,0,A,C59A550-A
System-3487,X,6,A,5,1,4,5,2,X6A5145-2
System-3488,D,0,0,0,5,4,7,6,D000547-6
System-3489,C,2,3,5,3,0,2,C,C235302-C
System-3490,E,3,5,5,4,9,7,5,E355497-5
System-3491,C,5,6,6,7,6,9,5,C566769-5
System-3492,E,5,4,1,3,5,3,5,E541353-5
System-3493,E,4,1,0,1,1,0,9,E410110-9
System-3494,B,5,5,6,7,7,4,7,B556774-7
System-3495,D,3,0,0,5,5,4,9,D300554-9
System-3496,E,3,8,A,8,5,9,A,E38A859-A
System-3497,E,2,0,0,1,0,0,9,E200100-9
System-3498,C,4,1,0,5,7,C,8,C41057C-8
System-3499,B,6,2,3,9,5,5,D,B623955-D
System-3500,E,9,A,1,4,2,0,6,E9A1420-6
System-3501,E,5,5,3,5,4,1,3,E553541-3
System-3502,B,3,2,3,7,6,9,A,B323769-A
System-3503,C,7,8,A,4,7,4,8,C78A474-8
System-3504,B,5,4,4,6,5,4,9,B544654-9
System-3505,E,4,0,0,8,6,3,5,E400863-5
System-3506,B,7,9,9,4,6,4,B,B799464-B
System-3507,C,7,9,9,5,5,4,6,C799554-6
System-3508,B,6,6,A,3,3,0,B,B66A330-B
System-3509,E,5,5,8,4,3,4,7,E558434-7
System-3510,X,3,6,7,6,6,7,3,X367667-3
System-3511,X,3,4,3,2,1,1,4,X343211-4
System-3512,D,9,9,A,6,6,4,4,D99A664-4
System-3513,E,4,1,0,2,2,2,5,E410222-5
System-3514,E,6,3,0,2,6,6,4,E630266-4
System-3515,C,5,2,1,9,5,5,B,C521955-B
System-3516,X,3,4,4,7,9,C,2,X34479C-2
System-3517,E,5,5,6,3,2,1,5,E556321-5
System-3518,C,8,8,9,8,A,A,6,C8898AA-6
System-3519,X,4,5,8,2,4,4,3,X458244-3
System-3520,X,5,5,4,6,6,5,2,X554665-2
System-3521,D,2,0,0,2,4,2,4,D200242-4
System-3522,X,5,6,6,8,5,A,3,X56685A-3
System-3523,X,7,B,8,0,2,4,1,X7B8024-1
System-3524,C,6,8,8,4,0,0,5,C688400-5
System-3525,E,3,5,5,4,1,1,4,E355411-4
System-3526,B,3,7,A,2,2,3,A,B37A223-A
System-3527,E,4,7,6,6,2,5,3,E476625-3
System-3528,X,5,5,7,2,3,0,3,X557230-3
System-3529,B,2,2,0,6,7,7,7,B220677-7
System-3530,B,4,4,6,3,3,6,A,B446336-A
System-3531,C,5,A,6,9,9,5,7,C5A6995-7
System-3532,E,1,0,0,3,1,1,6,E100311-6
System-3533,C,5,8,8,7,8,8,5,C588788-5
System-3534,E,5,9,6,3,3,7,6,E596337-6
System-3535,E,5,8,4,6,B,E,6,E5846BE-6
System-3536,C,5,6,6,A,E,J,7,C566AEJ-7
System-3537,E,5,3,3,6,3,4,7,E533634-7
System-3538,D,5,4,6,3,2,0,4,D546320-4
System-3539,D,2,1,0,4,7,8,7,D210478-7
System-3540,C,4,5,5,6,4,8,4,C455648-4
System-3541,C,2,3,4,2,0,0,7,C234200-7
System-3542,D,7,7,6,7,5,4,5,D776754-5
System-3543,A,2,2,4,9,D,E,C,A2249DE-C
System-3544,C,2,2,2,9,9,D,7,C22299D-7
System-3545,C,6,7,A,6,5,5,8,C67A655-8
System-3546,D,7,4,7,9,E,E,4,D7479EE-4
System-3547,C,0,0,0,5,4,0,C,C000540-C
System-3548,E,5,A,3,5,2,1,3,E5A3521-3
System-3549,B,8,7,6,0,0,0,7,B876000-7
System-3550,B,C,D,A,7,4,5,C,BCDA745-C
System-3551,X,6,A,8,0,0,1,4,X6A8001-4
